location,total_sqft,bath,balcony,price,bhk
Whitefield,1550.0,2.0,2.0,49.6,3
Hebbal,1900.0,3.0,2.0,119.0,3
Marathahalli,1600.0,3.0,3.0,58.0,3
Yelahanka,1390.0,2.0,2.0,65.31,2
Uttarahalli,1090.0,2.0,2.0,45.0,2
Yelahanka,628.0,1.0,1.0,24.0,1
Electronic City,750.0,2.0,1.0,19.5,2
Uttarahalli,1425.0,2.0,2.0,64.0,3
Bannerghatta Road,1693.0,3.0,2.0,89.0,3
7th Phase JP Nagar,1270.0,2.0,1.0,83.0,2
Whitefield,1115.0,2.0,1.0,55.0,2
Electronic City Phase II,1310.0,2.0,2.0,37.83,3
Whitefield,1322.5,3.0,0.0,40.985,3
Electronic City,1128.0,2.0,1.0,63.0,2
Electronic City,1128.0,2.0,1.0,63.5,2
Haralur Road,1464.0,3.0,2.0,56.0,3
Hennur Road,1445.0,2.0,2.0,86.69,3
Kanakpura Road,1591.0,3.0,1.0,122.0,3
Sarjapur  Road,1800.0,3.0,2.0,128.0,3
Whitefield,1720.0,3.0,3.0,100.0,3
Yelahanka,1326.0,2.0,2.0,78.0,2
Yelahanka,1371.0,2.0,2.0,65.0,3
Whitefield,1190.0,2.0,1.0,64.0,2
Sarjapur  Road,1457.0,3.0,3.0,85.0,3
Sarjapur  Road,1220.0,3.0,2.0,58.0,3
Kanakpura Road,1296.0,2.0,1.0,89.0,2
Hennur Road,1155.0,2.0,1.0,69.18,2
Kanakpura Road,1077.0,2.0,1.0,37.7,2
Yelahanka,1076.0,2.0,1.0,78.0,2
Yelahanka,654.0,1.0,1.0,37.0,1
Whitefield,1400.0,2.0,3.0,56.0,3
Haralur Road,1243.0,2.0,2.0,46.0,2
Yelahanka,1890.0,4.0,2.0,85.0,3
Hennur Road,1232.0,2.0,1.0,69.61,2
Sarjapur  Road,994.0,2.0,2.0,45.0,2
Electronic City,1691.0,2.0,2.0,102.0,3
Kanakpura Road,1550.0,3.0,3.0,63.5,3
Electronic City,1500.0,2.0,1.0,75.0,3
Electronic City,1355.0,2.0,1.0,97.6,2
Haralur Road,1225.0,2.0,1.0,67.48,2
Raja Rajeshwari Nagar,1168.0,2.0,1.0,66.0,2
Bannerghatta Road,1136.0,2.0,1.0,48.0,2
Whitefield,1242.0,2.0,2.0,65.0,2
Uttarahalli,1385.0,2.0,2.0,48.48,3
7th Phase JP Nagar,990.0,2.0,2.0,50.0,2
Electronic City,1571.0,3.0,2.0,89.0,3
Uttarahalli,1345.0,2.0,1.0,57.0,3
Electronic City Phase II,1800.0,3.0,3.0,92.0,3
Electronic City,1073.0,2.0,2.0,60.0,2
7th Phase JP Nagar,1850.0,3.0,1.0,150.0,3
Thanisandra,971.5,2.0,0.0,36.435,2
7th Phase JP Nagar,1680.0,3.0,2.0,120.0,3
Electronic City,1125.0,2.0,1.0,32.49,2
Whitefield,1897.0,3.0,2.0,130.0,3
7th Phase JP Nagar,1040.0,2.0,1.0,75.0,2
Uttarahalli,1390.0,2.0,2.0,62.55,3
Yelahanka,1780.0,3.0,2.0,107.0,3
Sarjapur  Road,1770.0,3.0,2.0,180.0,3
Sarjapur  Road,715.0,1.0,2.0,29.0,1
Haralur Road,1920.0,3.0,1.0,115.0,3
Marathahalli,1600.0,3.0,2.0,56.0,3
Yelahanka,1610.0,4.0,2.0,85.0,3
Sarjapur  Road,1314.0,2.0,2.0,70.44,3
Sarjapur  Road,1691.0,3.0,2.0,100.0,3
Marathahalli,1305.0,2.0,1.0,69.0,3
Electronic City Phase II,1165.0,2.0,1.0,30.29,2
Thanisandra,1056.0,2.0,2.0,68.0,2
Yelahanka,697.0,1.0,1.0,35.0,1
Bannerghatta Road,1450.0,2.0,2.0,78.0,3
Thanisandra,1430.0,2.0,3.0,54.5,3
Hennur Road,1891.0,3.0,1.0,110.0,3
Thanisandra,784.0,1.0,0.0,35.285,1
Bannerghatta Road,1476.0,3.0,1.0,125.0,3
Yelahanka,1050.0,2.0,2.0,33.1,2
Yelahanka,1225.0,2.0,2.0,62.0,2
Bannerghatta Road,1520.0,2.0,3.0,80.0,3
Thanisandra,1183.0,2.0,1.0,59.74,2
Raja Rajeshwari Nagar,1510.0,2.0,3.0,59.0,3
Raja Rajeshwari Nagar,1128.0,2.0,1.0,48.79,2
Thanisandra,1595.0,3.0,1.0,105.0,3
Electronic City Phase II,1200.0,2.0,1.0,34.65,2
Kanakpura Road,525.0,1.0,1.0,26.0,1
Thanisandra,1265.0,2.0,2.0,85.0,2
Uttarahalli,1150.0,2.0,1.0,46.0,2
Sarjapur  Road,984.0,2.0,1.0,59.0,2
Sarjapur  Road,1612.0,3.0,1.0,98.38,3
7th Phase JP Nagar,1075.0,2.0,1.0,57.0,3
Thanisandra,1573.0,3.0,2.0,100.0,3
Uttarahalli,1308.0,2.0,3.0,53.0,3
Whitefield,1285.0,2.0,2.0,55.9,2
Yelahanka,1556.0,3.0,2.0,86.0,3
Uttarahalli,1163.0,2.0,2.0,68.0,2
Yelahanka,1600.0,2.0,3.0,75.0,3
Uttarahalli,1500.0,3.0,1.0,68.0,3
Sarjapur  Road,1180.0,2.0,2.0,45.0,3
Sarjapur  Road,1157.0,2.0,1.0,74.0,3
Electronic City Phase II,1020.0,2.0,2.0,32.0,2
Electronic City,1070.0,2.0,1.0,55.0,2
Sarjapur  Road,1044.0,2.0,2.0,55.0,2
7th Phase JP Nagar,1680.0,3.0,2.0,122.0,3
Marathahalli,1065.0,2.0,2.0,55.0,2
Yelahanka,1705.0,3.0,1.0,74.16,3
7th Phase JP Nagar,1100.0,2.0,2.0,44.0,2
Electronic City Phase II,911.0,2.0,1.0,26.5,2
Whitefield,1640.0,4.0,2.0,91.0,3
Electronic City,1500.0,2.0,1.0,78.25,3
7th Phase JP Nagar,1650.0,3.0,2.0,110.0,3
Whitefield,1451.0,2.0,2.0,46.4,3
Yelahanka,1600.0,3.0,3.0,100.0,3
Whitefield,1340.0,2.0,1.0,101.0,2
Bannerghatta Road,1725.0,3.0,3.0,85.0,3
Uttarahalli,1490.0,2.0,2.0,59.6,3
Marathahalli,1710.0,3.0,2.0,100.0,3
Electronic City,1220.0,2.0,2.0,35.24,3
Raja Rajeshwari Nagar,1580.0,3.0,3.0,53.56,3
Kanakpura Road,525.0,1.0,1.0,27.25,1
Kanakpura Road,1843.0,3.0,2.0,85.0,3
Yelahanka,1060.0,2.0,1.0,40.0,2
Kanakpura Road,1339.0,2.0,2.0,58.0,2
Electronic City,1400.0,2.0,1.0,40.44,3
Electronic City,435.0,1.0,1.0,22.0,1
7th Phase JP Nagar,1420.0,2.0,1.0,100.0,3
Haralur Road,1464.0,3.0,2.0,56.0,3
Uttarahalli,1143.0,2.0,2.0,45.0,2
Haralur Road,1243.0,2.0,2.0,46.0,2
Raja Rajeshwari Nagar,1140.0,2.0,2.0,44.0,2
Whitefield,1215.0,2.0,2.0,39.0,2
7th Phase JP Nagar,1300.0,2.0,2.0,52.0,3
Raja Rajeshwari Nagar,1151.0,2.0,2.0,39.02,2
Thanisandra,1697.0,3.0,2.0,114.0,3
Hennur Road,1155.0,2.0,1.0,69.18,2
Hennur Road,1232.0,2.0,1.0,69.61,2
Uttarahalli,1590.0,3.0,2.0,58.0,3
Electronic City,1170.0,2.0,1.0,33.0,2
Uttarahalli,1330.0,2.0,2.0,46.55,3
Marathahalli,1170.0,2.0,3.0,53.0,2
Whitefield,840.0,1.0,1.0,57.6,1
Marathahalli,2122.0,3.0,2.0,125.0,3
Whitefield,1200.0,2.0,1.0,45.0,2
Marathahalli,1200.0,2.0,1.0,58.17,3
Uttarahalli,1280.0,2.0,2.0,75.0,2
Thanisandra,1634.0,3.0,3.0,78.0,3
Kanakpura Road,1051.0,2.0,2.0,56.74,2
Hennur Road,1186.0,2.0,1.0,63.0,3
Whitefield,1500.0,3.0,1.0,71.8,3
Kanakpura Road,700.0,2.0,1.0,40.0,2
Uttarahalli,1788.0,3.0,2.0,98.34,3
Electronic City,1090.0,2.0,1.0,31.48,2
Yelahanka,990.0,2.0,2.0,37.62,2
Yelahanka,1327.0,2.0,2.0,98.0,2
Whitefield,1187.0,2.0,1.0,38.0,2
Whitefield,1560.0,2.0,2.0,72.0,3
Hebbal,1200.0,2.0,1.0,60.0,2
Haralur Road,1088.0,2.0,1.0,68.0,2
Uttarahalli,1123.0,2.0,2.0,60.0,2
Hebbal,812.0,2.0,2.0,55.0,2
7th Phase JP Nagar,850.0,2.0,2.0,42.0,2
Hennur Road,1482.0,2.0,2.0,83.73,3
Electronic City,1125.0,2.0,1.0,58.0,2
Marathahalli,1583.0,3.0,3.0,105.0,3
Whitefield,1500.0,3.0,1.0,61.95,3
Electronic City,1220.0,2.0,1.0,35.23,3
Uttarahalli,1300.0,2.0,2.0,55.0,2
Sarjapur  Road,1016.0,2.0,1.0,45.0,2
Electronic City Phase II,829.0,2.0,1.0,22.8,2
Haralur Road,1464.0,3.0,2.0,56.0,3
Sarjapur  Road,975.0,2.0,0.0,28.275,2
Hebbal,1200.0,2.0,1.0,49.0,2
Kanakpura Road,1450.0,2.0,2.0,70.18,3
Thanisandra,1093.0,2.0,2.0,70.0,2
Kanakpura Road,1309.0,2.0,3.0,64.39,2
Hennur Road,1020.0,2.0,0.0,45.0,2
Electronic City,1000.0,2.0,1.0,29.7,2
Raja Rajeshwari Nagar,1128.0,2.0,2.0,38.24,2
Haralur Road,1464.0,3.0,2.0,56.0,3
Uttarahalli,1065.0,2.0,2.0,42.59,3
Marathahalli,1230.0,2.0,1.0,57.0,2
Kanakpura Road,1419.59,2.0,1.0,65.0,3
Electronic City Phase II,1252.0,2.0,1.0,67.0,2
Haralur Road,1875.0,3.0,3.0,110.0,3
Marathahalli,1350.0,2.0,1.0,90.0,2
Yelahanka,1705.0,3.0,2.0,85.0,3
Whitefield,1200.0,3.0,1.0,67.77,3
Whitefield,1355.0,3.0,3.0,76.0,2
Haralur Road,1225.0,2.0,1.0,77.0,2
7th Phase JP Nagar,1215.0,2.0,2.0,90.0,2
Haralur Road,1464.0,2.0,2.0,56.0,2
Sarjapur  Road,1691.0,3.0,1.0,98.0,3
Sarjapur  Road,1157.0,2.0,1.0,75.0,3
Kanakpura Road,1542.0,2.0,3.0,85.0,3
Bannerghatta Road,1711.0,3.0,2.0,125.0,3
Thanisandra,933.0,2.0,1.0,66.0,2
Thanisandra,1183.0,2.0,1.0,77.25,2
7th Phase JP Nagar,1035.0,2.0,1.0,41.39,2
Bannerghatta Road,1880.0,3.0,2.0,96.5,3
Electronic City Phase II,1160.0,2.0,1.0,52.2,2
Sarjapur  Road,1691.0,3.0,2.0,113.0,3
7th Phase JP Nagar,1120.0,2.0,2.0,65.0,2
7th Phase JP Nagar,750.0,1.0,2.0,47.0,1
Thanisandra,2127.0,3.0,2.0,135.0,3
Thanisandra,1225.0,2.0,1.0,37.0,2
Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.65,2
Sarjapur  Road,1115.0,2.0,2.0,50.0,2
7th Phase JP Nagar,1070.0,2.0,1.0,42.79,2
Thanisandra,693.0,1.0,1.0,34.3,1
Hebbal,1920.0,3.0,2.0,134.0,3
Sarjapur  Road,1150.0,2.0,0.0,36.8,2
Haralur Road,1243.0,2.0,2.0,46.0,2
Uttarahalli,1000.0,2.0,1.0,35.0,2
Electronic City Phase II,1502.0,3.0,3.0,50.0,3
Kanakpura Road,1005.0,2.0,1.0,36.68,2
Electronic City,1000.0,2.0,3.0,25.0,2
Bannerghatta Road,1465.0,2.0,1.0,45.87,3
Hennur Road,1317.5,2.0,0.0,63.77,2
Electronic City,1575.0,3.0,2.0,90.0,3
Electronic City,1160.0,2.0,2.0,42.0,3
Hebbal,1088.0,2.0,2.0,61.45,2
Sarjapur  Road,1000.0,2.0,1.0,38.5,2
Raja Rajeshwari Nagar,1400.0,2.0,2.0,45.0,2
Uttarahalli,1155.0,2.0,2.0,40.43,2
Electronic City,910.0,2.0,1.0,40.0,2
Hebbal,1255.0,2.0,1.0,77.68,3
Raja Rajeshwari Nagar,1030.0,2.0,1.0,50.0,2
Uttarahalli,980.0,2.0,1.0,45.0,2
Whitefield,1639.0,3.0,2.0,107.0,3
Thanisandra,1276.0,2.0,2.0,75.0,2
Hennur Road,901.0,2.0,1.0,49.5,2
Kanakpura Road,900.0,2.0,1.0,41.0,2
Sarjapur  Road,1112.0,2.0,1.0,62.0,2
Uttarahalli,1330.0,2.0,2.0,46.55,3
Marathahalli,615.0,1.0,1.0,44.0,1
Sarjapur  Road,1846.0,3.0,2.0,140.0,3
Marathahalli,1130.0,2.0,2.0,58.0,3
Thanisandra,2019.0,3.0,1.0,70.67,3
Yelahanka,1325.0,2.0,2.0,58.0,3
Electronic City,1644.0,3.0,2.0,92.59,3
Marathahalli,1152.0,2.0,1.0,90.0,2
Thanisandra,1564.0,3.0,1.0,101.0,3
Electronic City,1094.0,2.0,2.0,42.0,2
Electronic City,919.0,2.0,2.0,40.0,2
Hebbal,1645.0,3.0,2.0,117.0,3
Uttarahalli,661.0,1.0,1.0,36.0,1
7th Phase JP Nagar,1575.0,2.0,2.0,120.0,3
Sarjapur  Road,1691.0,3.0,3.0,120.0,3
Sarjapur  Road,1385.0,3.0,1.0,55.0,3
Whitefield,1015.0,2.0,3.0,56.0,2
Bannerghatta Road,1100.0,2.0,0.0,39.0,2
Yelahanka,1381.0,2.0,2.0,52.48,3
Whitefield,1118.0,2.0,1.0,42.0,2
Kanakpura Road,1843.0,3.0,2.0,95.84,3
Sarjapur  Road,1400.0,2.0,2.0,68.0,2
Haralur Road,1255.0,3.0,1.0,130.0,3
7th Phase JP Nagar,1275.0,2.0,2.0,88.0,3
7th Phase JP Nagar,1000.0,2.0,1.0,70.65,2
Whitefield,1431.0,3.0,2.0,85.0,3
Electronic City,2000.0,4.0,0.0,120.0,4
Marathahalli,1019.0,2.0,2.0,49.85,2
Hebbal,1920.0,3.0,2.0,134.0,3
Sarjapur  Road,475.0,1.0,1.0,26.0,1
Kanakpura Road,1135.0,2.0,2.0,58.0,2
